Attention,11,Meditation,69,LED Status,0
Attention,11,Meditation,69,LED Status,0
Attention,10,Meditation,80,LED Status,0
Attention,10,Meditation,80,LED Status,0
Attention,1,Meditation,80,LED Status,0
Attention,1,Meditation,80,LED Status,0
Attention,1,Meditation,80,LED Status,0
Attention,1,Meditation,78,LED Status,0
Attention,1,Meditation,78,LED Status,0
Attention,11,Meditation,77,LED Status,0
Attention,11,Meditation,77,LED Status,0
Attention,17,Meditation,74,LED Status,0
Attention,17,Meditation,74,LED Status,0
Attention,16,Meditation,70,LED Status,0
Attention,13,Meditation,66,LED Status,0
Attention,13,Meditation,66,LED Status,0
Attention,0,Meditation,70,LED Status,0
Attention,0,Meditation,70,LED Status,0
Attention,7,Meditation,63,LED Status,0
Attention,7,Meditation,63,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,14,Meditation,60,LED Status,0
Attention,34,Meditation,67,LED Status,0
Attention,34,Meditation,67,LED Status,1
Attention,40,Meditation,64,LED Status,1
Attention,40,Meditation,64,LED Status,1
Attention,57,Meditation,67,LED Status,1
Attention,57,Meditation,67,LED Status,1
Attention,74,Meditation,67,LED Status,1
Attention,74,Meditation,70,LED Status,1
Attention,74,Meditation,70,LED Status,1
Attention,70,Meditation,70,LED Status,1
Attention,70,Meditation,70,LED Status,1
Attention,66,Meditation,74,LED Status,1
Attention,66,Meditation,74,LED Status,1
Attention,57,Meditation,81,LED Status,1
Attention,35,Meditation,87,LED Status,1
Attention,35,Meditation,87,LED Status,1
Attention,21,Meditation,83,LED Status,1
Attention,21,Meditation,83,LED Status,0
Attention,16,Meditation,83,LED Status,0
Attention,16,Meditation,83,LED Status,0
Attention,13,Meditation,88,LED Status,0
Attention,29,Meditation,78,LED Status,0
Attention,29,Meditation,78,LED Status,0
Attention,29,Meditation,83,LED Status,0
Attention,29,Meditation,83,LED Status,0
Attention,17,Meditation,78,LED Status,0
Attention,17,Meditation,78,LED Status,0
Attention,11,Meditation,63,LED Status,0
Attention,7,Meditation,64,LED Status,0
Attention,7,Meditation,64,LED Status,0
Attention,16,Meditation,53,LED Status,0
Attention,16,Meditation,53,LED Status,0
Attention,37,Meditation,50,LED Status,0
Attention,37,Meditation,50,LED Status,1
Attention,56,Meditation,51,LED Status,1
Attention,61,Meditation,51,LED Status,1
Attention,61,Meditation,51,LED Status,1
Attention,66,Meditation,63,LED Status,1
Attention,66,Meditation,63,LED Status,1
Attention,56,Meditation,61,LED Status,1
Attention,57,Meditation,67,LED Status,1
Attention,57,Meditation,67,LED Status,1
Attention,70,Meditation,63,LED Status,1
Attention,70,Meditation,63,LED Status,1
Attention,77,Meditation,56,LED Status,1
Attention,77,Meditation,56,LED Status,1
Attention,87,Meditation,66,LED Status,1
Attention,87,Meditation,66,LED Status,1
Attention,70,Meditation,60,LED Status,1
Attention,70,Meditation,63,LED Status,1
Attention,70,Meditation,63,LED Status,1
Attention,66,Meditation,74,LED Status,1
Attention,66,Meditation,74,LED Status,1
Attention,64,Meditation,70,LED Status,1
Attention,63,Meditation,75,LED Status,1
Attention,63,Meditation,75,LED Status,1
Attention,48,Meditation,81,LED Status,1
Attention,48,Meditation,81,LED Status,1
Attention,50,Meditation,74,LED Status,1
Attention,50,Meditation,74,LED Status,1
Attention,41,Meditation,77,LED Status,1
Attention,41,Meditation,77,LED Status,1
Attention,51,Meditation,77,LED Status,1
Attention,60,Meditation,75,LED Status,1
Attention,60,Meditation,75,LED Status,1
Attention,47,Meditation,81,LED Status,1
Attention,47,Meditation,81,LED Status,1
Attention,43,Meditation,77,LED Status,1
Attention,43,Meditation,77,LED Status,1
Attention,30,Meditation,69,LED Status,1
Attention,16,Meditation,74,LED Status,0
Attention,16,Meditation,74,LED Status,0
Attention,13,Meditation,69,LED Status,0
Attention,13,Meditation,69,LED Status,0
Attenti
